Title,Authors,Published,Year,URL,Summary
Multiple Quantum Many-Body Clustering Probed by Dynamical Decoupling,"Gerónimo Sequeiros, Claudia M. Sánchez, Lisandro Buljubasich, Ana K. Chattah, Horacio M. Pastawski, Rodolfo H. Acosta",2025-04-21,2025,http://arxiv.org/abs/2504.15183v1,"The manipulation of quantum information in large systems requires precise control of quantum systems that are out-of-equilibrium. As the size of the system increases, its fragility in response to external perturbations and intrinsic decoherence processes also increases. The degradation of the system response makes accurate measurements a challenging and time-consuming task. However, quantum information lifetime enhancement can be achieved by dynamical decoupling techniques (DD), where an external drive with a frequency much higher than the system's internal evolution renders signal acquisition with decay times greater than 1000-fold. In this study, we demonstrate that the system response during a prethermal period, subject to Floquet control, can be utilized to probe the multiple quantum evolution of dense and highly connected spin systems. This approach exhibits an enhanced sensitivity at a reduced experimental time. The enhanced signal-to-noise ratio achieved enabled the use of numerical inversion strategies to model the evolution of the excited multiple quantum coherences, which describe the number of correlated spins within a cluster. We observed for the first time, to the best of our knowledge, that the increase in the number of correlated spins with multiple quantum evolution is accompanied by an increase in the distribution of spin cluster sizes, which follows a quadratic law."
Geometric speed limit of state preparation and curved control spaces,"Maximilian Goll, Robert H. Jonsson",2025-04-21,2025,http://arxiv.org/abs/2504.15175v1,"The preparation of quantum many-body systems faces the difficulty that in a realistic scenario only few control parameters of the system may be accessible. In this context, an interesting connection between the energy fluctuations during state preparation and its geometric length as measured by the Fubini-Study metric was discussed in Bukov et al., ""Geometric Speed Limit of Accessible Many-Body State Preparation"", Phys. Rev. X 9, 011034 (2019). An inspiring conjecture was put forward lower bounding the energy fluctuations by the minimal geometric length of all accessible state preparation protocols. We here show that the conjecture holds if the accessible parameter space has no extrinsic curvature, when embedded into the space of all dynamically accessible states. If the parameter space has extrinsic curvature a weakened version of the conjecture applies. We discuss instructive examples for a qubit system and harmonic oscillators."
Quantum Excitation Transfer in an Artificial Photosynthetic Light-Harvesting System,"Stephon Alexander, Roger Andrews, Oliver Fox, Sarben Sarkar",2025-04-21,2025,http://arxiv.org/abs/2504.15172v1,"We analytically derive transfer probabilities and efficiencies for an artificial light-harvesting photosynthetic system, which consists of a ring coupled to a central acceptor. For an incident photon pair, we find near-perfect single excitation transfer efficiency with negligible double excitation transfer in the weak coupling regime. In the strong coupling regime, single excitation transfer efficiency was greater than 90%, while the double excitation efficiency was approximately 50%. We have found that the three main factors which determine high transfer efficiencies are large acceptor probabilities, long acceptor decay times, and strong photon-ring coupling. A possible implementation of the theoretical framework to bio-inspired solar energy devices is also discussed."
Non-Hermitian Hopf insulators,"Daichi Nakamura, Kohei Kawabata",2025-04-21,2025,http://arxiv.org/abs/2504.15154v1,"Hopf insulators represent a unique class of topological insulators that exist exclusively in two-band systems and are inherently unstable upon the inclusion of additional bands. Meanwhile, recent studies have shown that non-Hermiticity gives rise to distinctive complex-energy gap structures, known as point gaps, and associated topological phases with no analogs in Hermitian systems. However, non-Hermitian counterparts of Hopf insulators have remained largely elusive. Here, we generally classify topological phases of two-band non-Hermitian systems based on the homotopy theory and uncover Hopf-type point-gap topology present only for two bands. Specifically, we reveal such Hopf-type point-gap topology for three-dimensional systems with chiral symmetry (class AIII) and four-dimensional systems with no symmetry (class A). Explicitly constructing prototypical models from the Hermitian Hopf insulator, we further demonstrate that these non-Hermitian topological phases lead to anomalous point-gapless boundary states spectrally detachable from the bulk bands."
Breaking Down Quantum Compilation: Profiling and Identifying Costly Passes,"Felix Zilk, Alessandro Tundo, Vincenzo De Maio, Ivona Brandic",2025-04-21,2025,http://arxiv.org/abs/2504.15141v1,"With the increasing capabilities of quantum systems, the efficient, practical execution of quantum programs is becoming more critical. Each execution includes compilation time, which accounts for substantial overhead of the overall program runtime. To address this challenge, proposals that leverage precompilation techniques have emerged, whereby entire circuits or select components are precompiled to mitigate the compilation time spent during execution. Considering the impact of compilation time on quantum program execution, identifying the contribution of each individual compilation task to the execution time is necessary in directing the community's research efforts towards the development of an efficient compilation and execution pipeline. In this work, we perform a preliminary analysis of the quantum circuit compilation process in Qiskit, examining the cumulative runtime of each individual compilation task and identifying the tasks that most strongly impact the overall compilation time. Our results indicate that, as the desired level of optimization increases, circuit optimization and gate synthesis passes become the dominant tasks in compiling a Quantum Fourier Transform, with individual passes consuming up to 87% of the total compilation time. Mapping passes require the most compilation time for a GHZ state preparation circuit, accounting for over 99% of total compilation time."
Fully connected twin-field quantum key distribution network,"Chunfeng Huang, Rui Guan, Xin Liu, Shizhuo Li, Wenjie He, Hao Liang, Ziyang Luo, Zhenrong Zhang, Wei Li, Kejin Wei",2025-04-21,2025,http://arxiv.org/abs/2504.15137v1,"Quantum key distribution (QKD) is a key application in quantum communication, enabling secure key exchange between parties using quantum states. Twin-field (TF) QKD offers a promising solution that surpasses the repeaterless limits, and its measurement-device-independent nature makes it suitable for star-type network architectures. In this work, we propose and demonstrate a fully connected TF-QKD network architecture, where users prepare quantum signals and send them to network nodes. These nodes use splitters to route the signals to measurement units, enabling secure key distribution among arbitrary users. A proof-of-principle demonstration with three users successfully achieved secure key sharing over simulated link losses of up to 30 dB, with an average rate of $5.01 \times 10^{-7}$ bit per pulse. Additionally, simulations show that the architecture can support up to $32$ users with a secure key rate of 280.90 bits/s under typical fiber loss conditions. This approach represents a significant advancement in the topology of untrusted-node QKD networks and holds promise for practical, large-scale applications in secure communication."
Efficient simulation of Clifford circuits with small Markovian errors,"Ashe Miller, Corey Ostrove, Jordan Hines, Robin Blume-Kohout, Kevin Young, Timothy Proctor",2025-04-21,2025,http://arxiv.org/abs/2504.15128v1,"Classical simulation of noisy quantum circuits is essential for understanding quantum computing experiments. It enables scalable error characterization, analysis of how noise impacts quantum algorithms, and optimized implementations of quantum error correction. However, most existing efficient simulation techniques can only simulate the effects of stochastic (incoherent) noise. The lack of efficient ways to simulate coherent errors, which are common and significant in contemporary quantum computing systems, has frustrated research. We remedy this gap by introducing an efficient algorithm for approximate simulation of Clifford circuits with arbitrary small errors (including coherent errors) that can be described by sparse $n$-qubit Lindbladians. We use this algorithm to study the impact of coherent errors on syndrome extract circuits for distance-3, 5, 7, 9, and 11 rotated surface codes, and on deep random 225-qubit circuits containing over a million gates."
Squeezing Effect in the Gouy Phase of Matter Waves,"Thiago M. S. Oliveira, Lucas S. Marinho, F. C. V. de Brito, Marcos Sampaio, Irismar G. da Paz",2025-04-21,2025,http://arxiv.org/abs/2504.15123v1,"We investigate the Gouy phase emerging from the time evolution of confined matter waves in a harmonic potential. Specifically, we analyze the quantum dynamics of a Gaussian wavepacket that exhibits position--momentum correlations. By tuning the parameters governing its evolution, we reveal intriguing effects, with a particular focus on squeezing. Notably, during the wavepacket evolution quantum spreading and squeezing processes emerge, giving rise to Gouy phase contributions of $\pi/4$ rad, establishing a clear link between the Gouy phase and a purely quantum phenomenon. Furthermore, the interplay between wavepacket squeezing and one-dimensional spreading leads to a total Gouy phase accumulation of $\pi/2$ rad in an oscillation period. Both squeezing and Gouy phase have individually proven valuable in state engineering and quantum metrology. By demonstrating a direct, controllable relationship between these two fundamental processes, our findings expand the realm of quantum-enhanced technologies, including quantum sensing and precision measurement."
Sensing with Quantum Light: A perspective,Animesh Datta,2025-04-21,2025,http://arxiv.org/abs/2504.15114v1,"I present my perspective on sensing with quantum light. I summarise the motivations and methodology for identifying quantum enhancements in sensing over a classical sensor. In the real world, this enhancement will be a constant factor, and not increase with the size of the quantum probe as is often advertised. I use a limited survey of interferometry, microscopy, and spectroscopy to extract the vital challenges that must be faced to realise tangible enhancements in sensing with quantum light."
Wireless energy transfer in non-Hermitian quantum battery,"Fang-Mei Yang, Fu-Quan Dou",2025-04-21,2025,http://arxiv.org/abs/2504.15091v1,"The extraction of energy is one of fundamental challenges in realizing quantum batteries (QBs). Here, we propose two wireless transfer schemes with parity-time symmetries to efficiently extract the energy stored in non-Hermitian QBs to consumption centers. For linear cases, the transfer energy oscillates periodically in the unbroken symmetry region and grows hyperbolically in the broken region. For nonlinear cases, the transfer energy eventually reach and remain steady-state values arising from the feedback mechanism of the nonlinear saturable gain. Furthermore, we show the significant robustness and the ultrafast response of the wireless transfer schemes to sudden movements around one metre. Our work overcomes energy bottlenecks for wireless transfer schemes in QBs and may provide inspirations for practical applications of QBs."
Automated discovery and optimization of autonomous quantum error correction codes for a general open quantum system,Sahel Ashhab,2025-04-21,2025,http://arxiv.org/abs/2504.15070v1,"We develop a method to search for the optimal code space, induced decay rates and control Hamiltonian to implement autonomous quantum error correction (AQEC) for a general open quantum system. The system is defined by a free-evolution Lindbladian superoperator, which contains the free Hamiltonian and naturally occurring decoherence terms, as well as the control superoperators. The performance metric for optimization is the fidelity between the projector onto the code space and the same projector after Lindbladian evolution for a specified time. We use a gradient-based search to update the code words, induced decay matrix and control Hamiltonian matrix. We apply the method to optimize AQEC codes for a variety of few-level systems. The four-level system with uniform decay rates offers a simple example for testing and illustrating the operation of our approach. The algorithm reliably succeeds in finding the optimal code in this case, while success becomes probabilistic for more complicated cases. For a five-level system with photon loss decay, the algorithm finds good AQEC codes, but these codes are not as good as the well-known binomial code. We use the binomial code as a starting point to search for the optimal code for a perturbed five-level system. In this case, the algorithm finds a code that is better than both the original binomial code and any other code obtained numerically when starting from a random initial guess."
Failure of the comformal-map method for relativistic quantum billiards,Barbara Dietz,2025-04-21,2025,http://arxiv.org/abs/2504.15055v1,"We demonstrate that the conformal-map method introduced by Robnik in 1984 for nonrelativistic quantum billiards is not applicable for the quantization of relativistic neutrino billiards (NBs) consisting of a massless non-interacting spin-1/2 particle confined to a two-dimensional domain. To be precise, we demonstrate in this work, that this method does not provide solutions of the associated Weyl (Dirac) equation, nor does it fulfill the boundary conditions imposed on the spinor eigenfunctions to ensure confinement of the particle to the domain of the billiard. We review in detail the wave equation, boundary conditions and quantization of NBs and derivation of relevant equations, to make the proof comprehensible for the general reader. Our results are corroborated with numerical results for non-relativistic and relativistic quantum billiards whose shapes depend on a parameter, which allows the study of the properties of their eigenstates as the classical dynamics experiences a transition from regular to chaotic dynamics."
Quantum pseudoresources imply cryptography,"Alex B. Grilo, Álvaro Yángüez",2025-04-21,2025,http://arxiv.org/abs/2504.15025v1,"While one-way functions (OWFs) serve as the minimal assumption for computational cryptography in the classical setting, in quantum cryptography, we have even weaker cryptographic assumptions such as pseudo-random states, and EFI pairs, among others. Moreover, the minimal assumption for computational quantum cryptography remains an open question. Recently, it has been shown that pseudoentanglement is necessary for the existence of quantum cryptography (Goul\~ao and Elkouss 2024), but no cryptographic construction has been built from it.   In this work, we study the cryptographic usefulness of quantum pseudoresources -- a pair of families of quantum states that exhibit a gap in their resource content yet remain computationally indistinguishable. We show that quantum pseudoresources imply a variant of EFI pairs, which we call EPFI pairs, and that these are equivalent to quantum commitments and thus EFI pairs. Our results suggest that, just as randomness is fundamental to classical cryptography, quantum resources may play a similarly crucial role in the quantum setting.   Finally, we focus on the specific case of entanglement, analyzing different definitions of pseudoentanglement and their implications for constructing EPFI pairs. Moreover, we propose a new cryptographic functionality that is intrinsically dependent on entanglement as a resource."
Trainable Quantum Neural Network for Multiclass Image Classification with the Power of Pre-trained Tree Tensor Networks,"Keisuke Murota, Takumi Kobori",2025-04-21,2025,http://arxiv.org/abs/2504.14995v1,"Tree tensor networks (TTNs) offer powerful models for image classification. While these TTN image classifiers already show excellent performance on classical hardware, embedding them into quantum neural networks (QNNs) may further improve the performance by leveraging quantum resources. However, embedding TTN classifiers into QNNs for multiclass classification remains challenging. Key obstacles are the highorder gate operations required for large bond dimensions and the mid-circuit postselection with exponentially low success rates necessary for the exact embedding. In this work, to address these challenges, we propose forest tensor network (FTN)-classifiers, which aggregate multiple small-bond-dimension TTNs. This allows us to handle multiclass classification without requiring large gates in the embedded circuits. We then remove the overhead of mid-circuit postselection by extending the adiabatic encoding framework to our setting and smoothly encode the FTN-classifiers into a quantum forest tensor network (qFTN)- classifiers. Numerical experiments on MNIST and CIFAR-10 demonstrate that we can successfully train FTN-classifiers and encode them into qFTN-classifiers, while maintaining or even improving the performance of the pre-trained FTN-classifiers. These results suggest that synergy between TTN classification models and QNNs can provide a robust and scalable framework for multiclass quantum-enhanced image classification."
Layered semiconductors integrated with polyimide thin films for high-quality valleytronic and quantum-photonic systems,"Jithin T Surendran, Indrajeet D Prasad, Kenji Watanabe, Takashi Taniguchi, Santosh Kumar",2025-04-21,2025,http://arxiv.org/abs/2504.14986v1,"Dielectric integration of layered semiconductors is a prerequisite for fabricating high-quality optoelectronic, valleytronic, and quantum-photonic devices. While hexagonal boron nitride (hBN) is the current benchmark dielectric, exploration of the most suitable dielectric materials covering the complete substrates continues to expand. This work demonstrates the formation of high optical-quality excitons in two widely explored layered semiconductors, WSe$_2$ and WS$_2$, integrated into polyimide (PI) thin films of thicknesses $\approx$500 nm. The photoluminescence (PL) studies at $T$ = 296 K show the formation of neutral excitons $\left(X^0\right)$ and trions in fully-PI-encapsulated 1L-WSe$_2$ with 2-sigma ($2\sigma$) spatial-inhomogeneity of 4.5 (3.4) meV in $X^0$ emission energy (linewidth), which is $\approx$1/3rd (1/5th), respectively, that of inhomogeneity measured in fully-hBN-encapsulated 1L-WSe$_2$. A smaller $2\sigma$ of 2.1 (2.3) meV in $X^0$ emission energy (linewidth) has been shown for fully-PI-encapsulated 1L-WS$_2$. Polarization-resolved and excitation power-dependent PL measurements of PI-isolated 1L-TMDs at $T$ = 4 K further reveal formations of high-quality neutral-biexcitons and negatively-charged biexcitons, with degrees of valley-polarization up to 21$\%$ under non-resonant excitation. Furthermore, the fully-PI-encapsulated 1L-WSe$_2$ also hosts single quantum emitters with narrow linewidths and high-spectral stability. This work indicates that PI thin films may serve the purpose of high-quality dielectric material for integrating the layered materials on a wafer scale."
Nonreciprocal photon blockade induced by parametric amplification in an asymmetrical cavity,"Shao-Xiong Wu, Xue-Chen Gao, Huan-Huan Cheng, Cheng-Hua Bai",2025-04-21,2025,http://arxiv.org/abs/2504.14974v1,"We propose a scheme to generate and manipulate nonreciprocal photon blockade effect in an asymmetrical Fabry-P\'{e}rot cavity, which consists of a single two-level atom and a second-order nonlinear medium. By utilizing the intrinsic spatial asymmetry of cavity and applying a parametric amplification pumping laser to the nonlinear medium, we can realize direction-dependent single-photon and two-photon blockade effects. For nonreciprocal single-photon blockade, our proposal is robust across a wide range of parameters, such as the cavity or atomic detuning, coupling strength, and atomic decay. Within similar parameter ranges, nonreciprocal two-photon blockade can be achieved and modulated by finely adjusting the parametric amplification pumping. Our project offers a feasible access to generating high-quality and tunable nonreciprocal single/two-photon source and paves a new avenue for investigating the nonreciprocity of photon quantum statistical properties."
Advancing quantum process tomography through universal compilation,"Huynh Le Dan Linh, Vu Tuan Hai, Le Bin Ho",2025-04-21,2025,http://arxiv.org/abs/2504.14958v1,"Quantum process tomography (QPT) is crucial for characterizing operations in quantum gates and circuits, however, existing methods face scalability and noise sensitivity challenges. Here, we propose a QPT approach based on universal compilation, which systematically decomposes quantum processes into optimized Kraus operators and Choi matrices. This method utilizes efficient algorithms to improve accuracy while reducing resource requirements. We benchmark our approach through numerical simulations of random unitary gates, demonstrating highly accurate quantum process characterization. Additionally, we apply it to dephasing processes with time-homogeneous and time-inhomogeneous noise, achieving improved fidelity and robustness. Our work further enables broader applications in quantum error correction and device validation."
Parallel Kac's Walk Generates PRU,"Chuhan Lu, Minglong Qin, Fang Song, Penghui Yao, Mingnan Zhao",2025-04-21,2025,http://arxiv.org/abs/2504.14957v1,"Ma and Huang recently proved that the PFC construction, introduced by Metger, Poremba, Sinha and Yuen [MPSY24], gives an adaptive-secure pseudorandom unitary family PRU. Their proof developed a new path recording technique [MH24].   In this work, we show that a linear number of sequential repetitions of the parallel Kac's Walk, introduced by Lu, Qin, Song, Yao and Zhao [LQSY+24], also forms an adaptive-secure PRU, confirming a conjecture therein. Moreover, it additionally satisfies strong security against adversaries making inverse queries. This gives an alternative PRU construction, and provides another instance demonstrating the power of the path recording technique. We also discuss some further simplifications and implications."
Solution of the Klein-Gordon equation in external Yang-Mills gauge field,V. V. Parazian,2025-04-21,2025,http://arxiv.org/abs/2504.14953v1,Exact solutions of the Klein-Gordon equation in an external non-Abelian gauge field with an SU(N) symmetry group have been obtained. The external field is a solution of the Yang-Mills equations and describes a plane wave on the light cone. The obtained solutions form a complete set and can be used in the procedure of canonical quantization of scalar fields.
Erratic non-Hermitian skin localization,Stefano Longhi,2025-04-21,2025,http://arxiv.org/abs/2504.14910v1,"A novel localization phenomenon, termed erratic non-Hermitian skin localization, has been identified in disordered globally-reciprocal non-Hermitian lattices. Unlike conventional non-Hermitian skin effect and Anderson localization, it features macroscopic eigenstate localization at irregular, disorder-dependent positions with sub-exponential decay. Using the Hatano-Nelson model with disordered imaginary gauge fields as a case study, this effect is linked to stochastic interfaces governed by the universal order statistics of random walks. Finite-size scaling analysis confirms the localized nature of the eigenstates. This discovery challenges conventional wave localization paradigms, offering new avenues for understanding and controlling localization phenomena in non-Hermitian physics."
Converting $PT$-Symmetric Topological Classes by Floquet Engineering,"Ming-Jian Gao, Jun-Hong An",2025-04-21,2025,http://arxiv.org/abs/2504.14846v1,"Going beyond the conventional classification rule of Altland-Zirnbauer symmetry classes, $PT$ symmetric topological phases are classified by $(PT)^2=1$ or $-1$. The interconversion between the two $PT$-symmetric topological classes is generally difficult due to the constraint of $(PT)^2$. Here, we propose a scheme to control and interconvert the $PT$-symmetric topological classes by Floquet engineering. We find that it is the breakdown of the $\mathbb{Z}_2$ gauge, induced by the $\pi$ phase difference between different hopping rates, by the periodic driving that leads to such an interconversion. Relaxing the system from the constraint of $(PT)^2$, rich exotic topological phases, e.g., the coexisting $PT$-symmetric first-order real Chern insulator and second-order topological insulators not only in different quasienergy gaps, but also in one single gap, are generated. In contrast to conventional Floquet topological phases, our result provides a way to realize exotic topological phases without changing symmetries. It enriches the family of topological phases and gives an insightful guidance for the development of multifunctional quantum devices."
